paper,cross,paper_ID,exp_ID,obs_ID,region,duration_first,duration_last,C_type,C_rate,C_calc,C_app,C_total,C_year,plant,plant_category,plant_anper,plant_gfs,seeding_exotic,seeding_native,plot,n_trt,n_cntrl,biomass_mean_trt,biomass_SE_trt,biomass_SD_trt,biomass_mean_cntrl,biomass_SE_cntrl,biomass_SD_cntrl,cover_mean_trt,cover_SE_trt,cover_SD_trt,cover_mean_cntrl,cover_SE_cntrl,cover_SD_cntrl,density_mean_trt,density_SE_trt,density_SD_trt,density_mean_cntrl,density_SE_cntrl,density_SD_cntrl
Blumenthal_2003,2000 harvest,6,7,208,"Midwest, USA",15,15,sucrose AND sawdust,666,no,1,666,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,209,"Midwest, USA",15,15,sucrose AND sawdust,839,no,1,839,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,210,"Midwest, USA",15,15,sucrose AND sawdust,1057,no,1,1057,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.0015,0.0015,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,211,"Midwest, USA",15,15,sucrose AND sawdust,1330,no,1,1330,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,212,"Midwest, USA",15,15,sucrose AND sawdust,1675,no,1,1675,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,213,"Midwest, USA",15,15,sucrose AND sawdust,2110,no,1,2110,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.0025,0.0025,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,214,"Midwest, USA",15,15,sucrose AND sawdust,2657,no,1,2657,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.165,0.08654286,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,215,"Midwest, USA",15,15,sucrose AND sawdust,3346,no,1,3346,first year,Bouteloua curtipendula (Michx.) Torr (side-oats gramma grass),native perennial graminoid,perennial,graminoid,,,4,4,6,1.252,0.775210079,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,216,"Midwest, USA",15,15,sucrose AND sawdust,84,no,1,84,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,3,6,1.345333333,0.163512827,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,217,"Midwest, USA",15,15,sucrose AND sawdust,133,no,1,133,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,1.674,1.017205649,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,218,"Midwest, USA",15,15,sucrose AND sawdust,210,no,1,210,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,1.316,0.404275484,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,219,"Midwest, USA",15,15,sucrose AND sawdust,333,no,1,333,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,3,6,1.244666667,0.296039036,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,220,"Midwest, USA",15,15,sucrose AND sawdust,529,no,1,529,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,2,6,6.896,3.304,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,221,"Midwest, USA",15,15,sucrose AND sawdust,666,no,1,666,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,3,6,1.190666667,0.679696337,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,222,"Midwest, USA",15,15,sucrose AND sawdust,839,no,1,839,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,3,6,2.354,1.225628002,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,223,"Midwest, USA",15,15,sucrose AND sawdust,1057,no,1,1057,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,6.7805,1.556904702,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,224,"Midwest, USA",15,15,sucrose AND sawdust,1330,no,1,1330,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,6.7065,3.11151157,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,225,"Midwest, USA",15,15,sucrose AND sawdust,1675,no,1,1675,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,5.3065,1.645749348,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,226,"Midwest, USA",15,15,sucrose AND sawdust,2110,no,1,2110,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,5.4955,1.298390125,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,227,"Midwest, USA",15,15,sucrose AND sawdust,2657,no,1,2657,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,7.2415,2.313362542,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,228,"Midwest, USA",15,15,sucrose AND sawdust,3346,no,1,3346,first year,Monarda fistulosa L. (wild bergamot),native perennial forb subshrub,perennial,forb,,,4,4,6,6.7065,1.603784561,,1.463666667,0.837159868,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,229,"Midwest, USA",15,15,sucrose AND sawdust,84,no,1,84,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,3,6,0.286,0.286,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,230,"Midwest, USA",15,15,sucrose AND sawdust,133,no,1,133,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,231,"Midwest, USA",15,15,sucrose AND sawdust,210,no,1,210,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,0.049,0.035865489,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,232,"Midwest, USA",15,15,sucrose AND sawdust,333,no,1,333,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,3,6,1.924666667,1.915673714,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,233,"Midwest, USA",15,15,sucrose AND sawdust,529,no,1,529,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,2,6,0.026,0.026,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,234,"Midwest, USA",15,15,sucrose AND sawdust,666,no,1,666,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,235,"Midwest, USA",15,15,sucrose AND sawdust,839,no,1,839,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,3,6,0.442666667,0.289049784,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,236,"Midwest, USA",15,15,sucrose AND sawdust,1057,no,1,1057,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,0.3115,0.23512603,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,237,"Midwest, USA",15,15,sucrose AND sawdust,1330,no,1,1330,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,2.02,1.972292068,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,238,"Midwest, USA",15,15,sucrose AND sawdust,1675,no,1,1675,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,0.088,0.088,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,239,"Midwest, USA",15,15,sucrose AND sawdust,2110,no,1,2110,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,5.274,2.043253778,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,240,"Midwest, USA",15,15,sucrose AND sawdust,2657,no,1,2657,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,10.2545,5.772736577,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,241,"Midwest, USA",15,15,sucrose AND sawdust,3346,no,1,3346,first year,Elymus canadensis L. (Canada wild rye),native perennial graminoid,perennial,graminoid,,,4,4,6,9.173,7.334916609,,1.139666667,0.872041347,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,242,"Midwest, USA",15,15,sucrose AND sawdust,84,no,1,84,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,243,"Midwest, USA",15,15,sucrose AND sawdust,133,no,1,133,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,244,"Midwest, USA",15,15,sucrose AND sawdust,210,no,1,210,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,245,"Midwest, USA",15,15,sucrose AND sawdust,333,no,1,333,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,246,"Midwest, USA",15,15,sucrose AND sawdust,529,no,1,529,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,2,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,247,"Midwest, USA",15,15,sucrose AND sawdust,666,no,1,666,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,248,"Midwest, USA",15,15,sucrose AND sawdust,839,no,1,839,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,3,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,249,"Midwest, USA",15,15,sucrose AND sawdust,1057,no,1,1057,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.0045,0.0045,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,250,"Midwest, USA",15,15,sucrose AND sawdust,1330,no,1,1330,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0,0,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,251,"Midwest, USA",15,15,sucrose AND sawdust,1675,no,1,1675,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.0065,0.0065,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,252,"Midwest, USA",15,15,sucrose AND sawdust,2110,no,1,2110,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.021,0.01340398,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,253,"Midwest, USA",15,15,sucrose AND sawdust,2657,no,1,2657,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.122,0.11158853,,0,0,,,,,,,,,,,,,
Blumenthal_2003,2000 harvest,6,7,254,"Midwest, USA",15,15,sucrose AND sawdust,3346,no,1,3346,first year,Panicum virgatum L. (switch grass),native perennial graminoid,perennial,graminoid,,,4,4,6,0.1665,0.1665,,0,0,,,,,,,,,,,,,
Brown_2017,,7,8,255,southeast Australia,3,1,sucrose,420,no,2,420,relevant,native grass recruits,native perennial graminoid,perennial,graminoid,0,,1,6,6,,,,,,,,,,,,,0.5,0.3,,1.2,0.5,
Brown_2017,,7,8,256,southeast Australia,3,3,sawdust,,,1,,relevant,native grass recruits,native perennial graminoid,perennial,graminoid,0,,1,6,6,,,,,,,,,,,,,1.7,1.1,,1.2,0.5,
Brown_2017,,7,8,257,southeast Australia,3,1,sucrose,420,no,2,420,relevant,weedy cover,exotic,unknown,unknown,0,,1,6,6,,,,,,,13,1,,45,2.2,,,,,,,
Brown_2017,,7,8,258,southeast Australia,3,3,sawdust,,,1,,relevant,weedy cover,exotic,unknown,unknown,0,,1,6,6,,,,,,,13,1,,45,2.2,,,,,,,
Brunson_2010,"CC ID, C",8,9,259,"Great Basin, USA",8,8,sucrose,50,no,1,50,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,119.3846493,,18.96091988,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,260,"Great Basin, USA",8,8,sucrose,100,no,1,100,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,74.49389533,,43.95565486,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,261,"Great Basin, USA",8,8,sucrose,150,no,1,150,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,143.5713033,,24.75835126,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,262,"Great Basin, USA",8,8,sucrose,200,no,1,200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,139.0677907,,93.4451525,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,263,"Great Basin, USA",8,8,sucrose,300,no,1,300,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,121.9641493,,45.12366171,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,264,"Great Basin, USA",8,8,sucrose,400,no,1,400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,111.6307493,,29.49144873,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,265,"Great Basin, USA",8,8,sucrose,600,no,1,600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,102.8056493,,41.70774993,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,266,"Great Basin, USA",8,8,sucrose,800,no,1,800,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,62.22829533,,8.009972061,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,267,"Great Basin, USA",8,8,sucrose,1200,no,1,1200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,55.38222867,,16.50121915,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,268,"Great Basin, USA",8,8,sucrose,1600,no,1,1600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,33.049562,,16.37711415,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,269,"Great Basin, USA",8,8,sucrose,2400,no,1,2400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,12.641854,,16.22190896,137.9971493,,44.14401935,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,270,"Great Basin, USA",8,8,sucrose,50,no,1,50,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,114.8237493,,37.4551335,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,271,"Great Basin, USA",8,8,sucrose,100,no,1,100,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,152.570724,,48.52531791,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,272,"Great Basin, USA",8,8,sucrose,150,no,1,150,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,117.751216,,67.87036562,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,273,"Great Basin, USA",8,8,sucrose,200,no,1,200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,98.22514133,,63.60084048,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,274,"Great Basin, USA",8,8,sucrose,300,no,1,300,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,106.1239953,,25.51245595,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,275,"Great Basin, USA",8,8,sucrose,400,no,1,400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,99.37684933,,74.69203041,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,276,"Great Basin, USA",8,8,sucrose,600,no,1,600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,122.4122907,,15.94616007,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,277,"Great Basin, USA",8,8,sucrose,800,no,1,800,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,54.89199533,,33.42211503,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,278,"Great Basin, USA",8,8,sucrose,1200,no,1,1200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,34.23269533,,26.30058804,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,279,"Great Basin, USA",8,8,sucrose,1600,no,1,1600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,48.98252867,,6.842094102,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, M",8,9,280,"Great Basin, USA",8,8,sucrose,2400,no,1,2400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,30.04577467,,18.05250947,142.9028573,,15.07946796,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,281,"Great Basin, USA",8,8,sucrose,50,no,1,50,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,86.35037467,,56.82683738,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,282,"Great Basin, USA",8,8,sucrose,100,no,1,100,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,125.240316,,48.08720685,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,283,"Great Basin, USA",8,8,sucrose,150,no,1,150,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,108.830016,,50.68201887,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,284,"Great Basin, USA",8,8,sucrose,200,no,1,200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,121.57317,,47.00476811,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,285,"Great Basin, USA",8,8,sucrose,300,no,1,300,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,148.621424,,47.04769771,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,286,"Great Basin, USA",8,8,sucrose,400,no,1,400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,107.8940827,,11.41107004,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,287,"Great Basin, USA",8,8,sucrose,600,no,1,600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,110.4022287,,46.96443796,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,288,"Great Basin, USA",8,8,sucrose,800,no,1,800,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,97.320762,,37.45533774,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,289,"Great Basin, USA",8,8,sucrose,1200,no,1,1200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,75.141762,,12.0569962,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,290,"Great Basin, USA",8,8,sucrose,1600,no,1,1600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,37.95342867,,17.05108236,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"CC ID, N",8,9,291,"Great Basin, USA",8,8,sucrose,2400,no,1,2400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,0,0,12,3,3,36.18534133,,22.55598659,100.7798287,,33.425183,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,292,"Great Basin, USA",8,8,sucrose,50,no,1,50,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,4.108466667,,2.32515474,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,293,"Great Basin, USA",8,8,sucrose,100,no,1,100,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,8.2423,,7.395830834,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,294,"Great Basin, USA",8,8,sucrose,150,no,1,150,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,2.718066667,,1.866820324,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,295,"Great Basin, USA",8,8,sucrose,200,no,1,200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,6.394433333,,3.268376619,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,296,"Great Basin, USA",8,8,sucrose,300,no,1,300,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,7.262133333,,7.827164866,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,297,"Great Basin, USA",8,8,sucrose,400,no,1,400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,3.1535,,4.254195638,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,298,"Great Basin, USA",8,8,sucrose,600,no,1,600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,2.544133333,,0.995113171,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,299,"Great Basin, USA",8,8,sucrose,800,no,1,800,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,3.0865,,1.195909144,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,300,"Great Basin, USA",8,8,sucrose,1200,no,1,1200,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,2.538566667,,0.692418907,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,301,"Great Basin, USA",8,8,sucrose,1600,no,1,1600,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,1.050566667,,0.943573852,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"LB OR, M",8,10,302,"Great Basin, USA",8,8,sucrose,2400,no,1,2400,relevant,Taeniatherum caput-medusae (medusahead),exotic annual graminoid,annual,graminoid,300,0,12,3,3,1.439633333,,0.387708451,3.8241,,2.663165986,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,303,"Great Basin, USA",7,7,sucrose,50,no,1,50,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,4.035033333,,3.346673987,1.930566667,,1.94808002,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,304,"Great Basin, USA",7,7,sucrose,100,no,1,100,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,1.5521,,1.603784066,1.930566667,,1.94808002,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,305,"Great Basin, USA",7,7,sucrose,150,no,1,150,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,2.103666667,,1.889720356,1.930566667,,1.94808002,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,306,"Great Basin, USA",7,7,sucrose,200,no,1,200,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,1.797566667,,1.557434218,1.930566667,,1.94808002,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,307,"Great Basin, USA",7,7,sucrose,300,no,1,300,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,3.963133333,,4.92021179,1.930566667,,1.94808002,,,,,,,,,,,,
Brunson_2010,"CC ID, C",8,9,308,"Great Basin, USA",7,7,sucrose,400,no,1,400,relevant,Bromus tectorum L. (cheatgrass),exotic annual graminoid,annual,graminoid,300,0,12,3,3,4.906766667,,1.979031696,1.930566667,,1.94808002,,,,,,,,,,,,
